nohup: ignoring input
Train Epoch: 1 [    0/1281280 ( 0%)]   time: 2.67   mse_train: 0.041114 vq_train: 0.000270 commitment_train: 0.000270
Train Epoch: 1 [ 1280/1281280 ( 0%)]   time: 26.08   mse_train: 0.372731 vq_train: 0.002550 commitment_train: 0.002550
Train Epoch: 1 [28160/1281280 ( 2%)]   time: 26.81   mse_train: 0.088108 vq_train: 0.005839 commitment_train: 0.005839
Train Epoch: 1 [29440/1281280 ( 2%)]   time: 27.16   mse_train: 0.086920 vq_train: 0.005866 commitment_train: 0.005866
Train Epoch: 1 [30720/1281280 ( 2%)]   time: 27.11   mse_train: 0.085061 vq_train: 0.006049 commitment_train: 0.006049
Train Epoch: 1 [32000/1281280 ( 2%)]   time: 27.15   mse_train: 0.080107 vq_train: 0.006105 commitment_train: 0.006105
Train Epoch: 1 [33280/1281280 ( 2%)]   time: 27.07   mse_train: 0.079565 vq_train: 0.006214 commitment_train: 0.006214
Train Epoch: 1 [34560/1281280 ( 2%)]   time: 27.09   mse_train: 0.076843 vq_train: 0.006296 commitment_train: 0.006296
Train Epoch: 1 [35840/1281280 ( 2%)]   time: 26.83   mse_train: 0.074333 vq_train: 0.006338 commitment_train: 0.006338
Train Epoch: 1 [37120/1281280 ( 2%)]   time: 27.23   mse_train: 0.071115 vq_train: 0.006390 commitment_train: 0.006390
Train Epoch: 1 [38400/1281280 ( 2%)]   time: 27.02   mse_train: 0.069282 vq_train: 0.006464 commitment_train: 0.006464
Train Epoch: 1 [39680/1281280 ( 3%)]   time: 27.19   mse_train: 0.064915 vq_train: 0.006352 commitment_train: 0.006352
Train Epoch: 1 [40960/1281280 ( 3%)]   time: 26.75   mse_train: 0.066763 vq_train: 0.006601 commitment_train: 0.006601
Train Epoch: 1 [42240/1281280 ( 3%)]   time: 27.19   mse_train: 0.063915 vq_train: 0.006757 commitment_train: 0.006757
Train Epoch: 1 [43520/1281280 ( 3%)]   time: 27.26   mse_train: 0.062826 vq_train: 0.006754 commitment_train: 0.006754
Train Epoch: 1 [44800/1281280 ( 3%)]   time: 27.19   mse_train: 0.061412 vq_train: 0.006876 commitment_train: 0.006876
Train Epoch: 1 [46080/1281280 ( 3%)]   time: 26.78   mse_train: 0.060574 vq_train: 0.006846 commitment_train: 0.006846
Train Epoch: 1 [47360/1281280 ( 3%)]   time: 26.84   mse_train: 0.060311 vq_train: 0.006900 commitment_train: 0.006900
Train Epoch: 1 [48640/1281280 ( 3%)]   time: 26.80   mse_train: 0.058670 vq_train: 0.007033 commitment_train: 0.007033
Train Epoch: 1 [49920/1281280 ( 3%)]   time: 27.04   mse_train: 0.057069 vq_train: 0.007052 commitment_train: 0.007052
====> Epoch: 1 mse_train: 0.005230	vq_train: 0.000201	commitment_train: 0.000201
[51497 66303 58836 18402 83285 87302 43642 19260 52502 43259]
[0 1 2 3 4 5 6 7 8 9]
====> Test set losses: mse_test: 0.000429 vq_test: 0.000051 commitment_test: 0.000051
Train Epoch: 2 [    0/1281280 ( 0%)]   time: 2.68   mse_train: 0.005437 vq_train: 0.000709 commitment_train: 0.000709
Train Epoch: 2 [ 1280/1281280 ( 0%)]   time: 27.36   mse_train: 0.056282 vq_train: 0.006977 commitment_train: 0.006977
Train Epoch: 2 [ 2560/1281280 ( 0%)]   time: 27.15   mse_train: 0.056708 vq_train: 0.007304 commitment_train: 0.007304
Train Epoch: 2 [ 3840/1281280 ( 0%)]   time: 26.96   mse_train: 0.054490 vq_train: 0.007145 commitment_train: 0.007145
Train Epoch: 2 [ 5120/1281280 ( 0%)]   time: 27.23   mse_train: 0.053947 vq_train: 0.007307 commitment_train: 0.007307
Train Epoch: 2 [ 6400/1281280 ( 0%)]   time: 27.21   mse_train: 0.052726 vq_train: 0.007194 commitment_train: 0.007194
Train Epoch: 2 [ 7680/1281280 ( 0%)]   time: 26.99   mse_train: 0.052044 vq_train: 0.007343 commitment_train: 0.007343
Train Epoch: 2 [ 8960/1281280 ( 0%)]   time: 27.58   mse_train: 0.052922 vq_train: 0.007189 commitment_train: 0.007189
Train Epoch: 2 [10240/1281280 ( 0%)]   time: 33.76   mse_train: 0.052281 vq_train: 0.007459 commitment_train: 0.007459
Train Epoch: 2 [11520/1281280 ( 0%)]   time: 33.53   mse_train: 0.050861 vq_train: 0.007506 commitment_train: 0.007506
Train Epoch: 2 [12800/1281280 ( 0%)]   time: 34.66   mse_train: 0.052536 vq_train: 0.007389 commitment_train: 0.007389
Train Epoch: 2 [14080/1281280 ( 1%)]   time: 33.87   mse_train: 0.051118 vq_train: 0.007424 commitment_train: 0.007424
Train Epoch: 2 [15360/1281280 ( 1%)]   time: 34.28   mse_train: 0.050498 vq_train: 0.007555 commitment_train: 0.007555
Train Epoch: 2 [16640/1281280 ( 1%)]   time: 34.41   mse_train: 0.048444 vq_train: 0.007150 commitment_train: 0.007150
Train Epoch: 2 [17920/1281280 ( 1%)]   time: 34.37   mse_train: 0.048743 vq_train: 0.007433 commitment_train: 0.007433
Train Epoch: 2 [19200/1281280 ( 1%)]   time: 34.36   mse_train: 0.048439 vq_train: 0.007717 commitment_train: 0.007717
Train Epoch: 2 [20480/1281280 ( 1%)]   time: 34.67   mse_train: 0.048381 vq_train: 0.007703 commitment_train: 0.007703
Train Epoch: 2 [21760/1281280 ( 1%)]   time: 34.87   mse_train: 0.048801 vq_train: 0.007680 commitment_train: 0.007680
Train Epoch: 2 [23040/1281280 ( 1%)]   time: 33.72   mse_train: 0.046430 vq_train: 0.007424 commitment_train: 0.007424
Train Epoch: 2 [24320/1281280 ( 1%)]   time: 33.42   mse_train: 0.047029 vq_train: 0.007834 commitment_train: 0.007834
Train Epoch: 2 [25600/1281280 ( 1%)]   time: 33.29   mse_train: 0.048109 vq_train: 0.007755 commitment_train: 0.007755
Train Epoch: 2 [26880/1281280 ( 2%)]   time: 33.42   mse_train: 0.045464 vq_train: 0.007896 commitment_train: 0.007896
Train Epoch: 2 [28160/1281280 ( 2%)]   time: 33.82   mse_train: 0.048077 vq_train: 0.008182 commitment_train: 0.008182
Train Epoch: 2 [29440/1281280 ( 2%)]   time: 33.69   mse_train: 0.045889 vq_train: 0.007874 commitment_train: 0.007874
Train Epoch: 2 [30720/1281280 ( 2%)]   time: 33.66   mse_train: 0.045623 vq_train: 0.007893 commitment_train: 0.007893
Train Epoch: 2 [32000/1281280 ( 2%)]   time: 33.35   mse_train: 0.047086 vq_train: 0.008172 commitment_train: 0.008172
Train Epoch: 2 [33280/1281280 ( 2%)]   time: 33.67   mse_train: 0.046177 vq_train: 0.008557 commitment_train: 0.008557
Train Epoch: 2 [34560/1281280 ( 2%)]   time: 33.35   mse_train: 0.045758 vq_train: 0.008345 commitment_train: 0.008345
Train Epoch: 2 [35840/1281280 ( 2%)]   time: 33.74   mse_train: 0.043534 vq_train: 0.008092 commitment_train: 0.008092
Train Epoch: 2 [37120/1281280 ( 2%)]   time: 33.68   mse_train: 0.044007 vq_train: 0.008282 commitment_train: 0.008282
Train Epoch: 2 [38400/1281280 ( 2%)]   time: 30.60   mse_train: 0.045796 vq_train: 0.008827 commitment_train: 0.008827
Train Epoch: 2 [39680/1281280 ( 3%)]   time: 26.98   mse_train: 0.043985 vq_train: 0.008786 commitment_train: 0.008786
Train Epoch: 2 [40960/1281280 ( 3%)]   time: 26.92   mse_train: 0.043244 vq_train: 0.008391 commitment_train: 0.008391
Train Epoch: 2 [42240/1281280 ( 3%)]   time: 27.22   mse_train: 0.043693 vq_train: 0.008809 commitment_train: 0.008809
Train Epoch: 2 [43520/1281280 ( 3%)]   time: 26.93   mse_train: 0.043462 vq_train: 0.009234 commitment_train: 0.009234
Train Epoch: 2 [44800/1281280 ( 3%)]   time: 26.84   mse_train: 0.043944 vq_train: 0.009405 commitment_train: 0.009405
Train Epoch: 2 [46080/1281280 ( 3%)]   time: 27.59   mse_train: 0.042704 vq_train: 0.009140 commitment_train: 0.009140
Train Epoch: 2 [47360/1281280 ( 3%)]   time: 27.01   mse_train: 0.042283 vq_train: 0.009207 commitment_train: 0.009207
Train Epoch: 2 [48640/1281280 ( 3%)]   time: 26.97   mse_train: 0.042987 vq_train: 0.009210 commitment_train: 0.009210
Train Epoch: 2 [49920/1281280 ( 3%)]   time: 26.82   mse_train: 0.042079 vq_train: 0.009351 commitment_train: 0.009351
====> Epoch: 2 mse_train: 0.001874	vq_train: 0.000313	commitment_train: 0.000313
[81610 54315 90469 39178 42794 82391 59622 24918 34018 14973]
[0 1 2 3 4 5 6 7 8 9]
====> Test set losses: mse_test: 0.000323 vq_test: 0.000058 commitment_test: 0.000058
Train Epoch: 3 [    0/1281280 ( 0%)]   time: 2.69   mse_train: 0.004755 vq_train: 0.001001 commitment_train: 0.001001
Train Epoch: 3 [ 1280/1281280 ( 0%)]   time: 26.95   mse_train: 0.043003 vq_train: 0.009986 commitment_train: 0.009986
Train Epoch: 3 [ 2560/1281280 ( 0%)]   time: 26.86   mse_train: 0.041687 vq_train: 0.009890 commitment_train: 0.009890
Train Epoch: 3 [ 3840/1281280 ( 0%)]   time: 27.17   mse_train: 0.042295 vq_train: 0.009968 commitment_train: 0.009968
Train Epoch: 3 [ 5120/1281280 ( 0%)]   time: 26.93   mse_train: 0.041850 vq_train: 0.010060 commitment_train: 0.010060
Train Epoch: 3 [ 6400/1281280 ( 0%)]   time: 27.17   mse_train: 0.041854 vq_train: 0.010084 commitment_train: 0.010084
Train Epoch: 3 [ 7680/1281280 ( 0%)]   time: 26.86   mse_train: 0.042207 vq_train: 0.010082 commitment_train: 0.010082
Train Epoch: 3 [ 8960/1281280 ( 0%)]   time: 26.79   mse_train: 0.042148 vq_train: 0.010509 commitment_train: 0.010509
Train Epoch: 3 [10240/1281280 ( 0%)]   time: 27.39   mse_train: 0.041159 vq_train: 0.010454 commitment_train: 0.010454
Train Epoch: 3 [11520/1281280 ( 0%)]   time: 27.22   mse_train: 0.043551 vq_train: 0.010783 commitment_train: 0.010783
Train Epoch: 3 [12800/1281280 ( 0%)]   time: 27.10   mse_train: 0.041436 vq_train: 0.011398 commitment_train: 0.011398
Train Epoch: 3 [14080/1281280 ( 1%)]   time: 27.17   mse_train: 0.041197 vq_train: 0.011001 commitment_train: 0.011001
Train Epoch: 3 [15360/1281280 ( 1%)]   time: 27.00   mse_train: 0.041352 vq_train: 0.010999 commitment_train: 0.010999
Train Epoch: 3 [16640/1281280 ( 1%)]   time: 26.95   mse_train: 0.041200 vq_train: 0.010957 commitment_train: 0.010957
Train Epoch: 3 [17920/1281280 ( 1%)]   time: 26.96   mse_train: 0.040184 vq_train: 0.010474 commitment_train: 0.010474
Train Epoch: 3 [19200/1281280 ( 1%)]   time: 27.08   mse_train: 0.040354 vq_train: 0.011189 commitment_train: 0.011189
Train Epoch: 3 [20480/1281280 ( 1%)]   time: 27.09   mse_train: 0.041618 vq_train: 0.011116 commitment_train: 0.011116
Train Epoch: 3 [21760/1281280 ( 1%)]   time: 27.14   mse_train: 0.040281 vq_train: 0.011097 commitment_train: 0.011097
Train Epoch: 3 [23040/1281280 ( 1%)]   time: 27.01   mse_train: 0.039524 vq_train: 0.011165 commitment_train: 0.011165
Train Epoch: 3 [24320/1281280 ( 1%)]   time: 27.00   mse_train: 0.040614 vq_train: 0.011792 commitment_train: 0.011792
Train Epoch: 3 [25600/1281280 ( 1%)]   time: 26.72   mse_train: 0.039692 vq_train: 0.011937 commitment_train: 0.011937
Train Epoch: 3 [26880/1281280 ( 2%)]   time: 27.00   mse_train: 0.040493 vq_train: 0.011833 commitment_train: 0.011833
Train Epoch: 3 [28160/1281280 ( 2%)]   time: 27.15   mse_train: 0.040689 vq_train: 0.011659 commitment_train: 0.011659
Train Epoch: 3 [29440/1281280 ( 2%)]   time: 27.25   mse_train: 0.040859 vq_train: 0.012254 commitment_train: 0.012254
Train Epoch: 3 [30720/1281280 ( 2%)]   time: 27.17   mse_train: 0.040484 vq_train: 0.012611 commitment_train: 0.012611
Train Epoch: 3 [32000/1281280 ( 2%)]   time: 27.43   mse_train: 0.039676 vq_train: 0.012073 commitment_train: 0.012073
Train Epoch: 3 [33280/1281280 ( 2%)]   time: 27.03   mse_train: 0.039600 vq_train: 0.011748 commitment_train: 0.011748
Train Epoch: 3 [34560/1281280 ( 2%)]   time: 27.13   mse_train: 0.040186 vq_train: 0.012213 commitment_train: 0.012213
Train Epoch: 3 [35840/1281280 ( 2%)]   time: 26.96   mse_train: 0.038862 vq_train: 0.011755 commitment_train: 0.011755
Train Epoch: 3 [37120/1281280 ( 2%)]   time: 27.19   mse_train: 0.039014 vq_train: 0.011806 commitment_train: 0.011806
Train Epoch: 3 [38400/1281280 ( 2%)]   time: 27.31   mse_train: 0.038846 vq_train: 0.011951 commitment_train: 0.011951
Train Epoch: 3 [39680/1281280 ( 3%)]   time: 27.14   mse_train: 0.039827 vq_train: 0.012127 commitment_train: 0.012127
Train Epoch: 3 [40960/1281280 ( 3%)]   time: 27.00   mse_train: 0.038764 vq_train: 0.012196 commitment_train: 0.012196
Train Epoch: 3 [42240/1281280 ( 3%)]   time: 26.86   mse_train: 0.038326 vq_train: 0.012770 commitment_train: 0.012770
Train Epoch: 3 [43520/1281280 ( 3%)]   time: 27.19   mse_train: 0.038058 vq_train: 0.012178 commitment_train: 0.012178
Train Epoch: 3 [44800/1281280 ( 3%)]   time: 27.04   mse_train: 0.039401 vq_train: 0.012494 commitment_train: 0.012494
Train Epoch: 3 [46080/1281280 ( 3%)]   time: 31.73   mse_train: 0.039229 vq_train: 0.012301 commitment_train: 0.012301
Train Epoch: 3 [47360/1281280 ( 3%)]   time: 33.52   mse_train: 0.038832 vq_train: 0.012454 commitment_train: 0.012454
Train Epoch: 3 [48640/1281280 ( 3%)]   time: 33.71   mse_train: 0.038162 vq_train: 0.013021 commitment_train: 0.013021
Train Epoch: 3 [49920/1281280 ( 3%)]   time: 33.63   mse_train: 0.040120 vq_train: 0.013449 commitment_train: 0.013449
====> Epoch: 3 mse_train: 0.001584	vq_train: 0.000450	commitment_train: 0.000450
[ 98444  51064 111303  59846  34454  74887  33936  14833  29157  16364]
[0 1 2 3 4 5 6 7 8 9]
====> Test set losses: mse_test: 0.000298 vq_test: 0.000084 commitment_test: 0.000084
Train Epoch: 4 [    0/1281280 ( 0%)]   time: 3.44   mse_train: 0.003806 vq_train: 0.001372 commitment_train: 0.001372
Train Epoch: 4 [ 1280/1281280 ( 0%)]   time: 33.66   mse_train: 0.038560 vq_train: 0.012728 commitment_train: 0.012728
Train Epoch: 4 [ 2560/1281280 ( 0%)]   time: 34.37   mse_train: 0.038841 vq_train: 0.012256 commitment_train: 0.012256
Train Epoch: 4 [ 3840/1281280 ( 0%)]   time: 33.93   mse_train: 0.038831 vq_train: 0.012853 commitment_train: 0.012853
Train Epoch: 4 [ 5120/1281280 ( 0%)]   time: 34.76   mse_train: 0.037508 vq_train: 0.012913 commitment_train: 0.012913
Train Epoch: 4 [ 6400/1281280 ( 0%)]   time: 34.71   mse_train: 0.039376 vq_train: 0.013169 commitment_train: 0.013169
Train Epoch: 4 [ 7680/1281280 ( 0%)]   time: 34.89   mse_train: 0.038419 vq_train: 0.012804 commitment_train: 0.012804
Train Epoch: 4 [ 8960/1281280 ( 0%)]   time: 34.82   mse_train: 0.037936 vq_train: 0.013245 commitment_train: 0.013245
Train Epoch: 4 [10240/1281280 ( 0%)]   time: 34.98   mse_train: 0.037669 vq_train: 0.013134 commitment_train: 0.013134
Train Epoch: 4 [11520/1281280 ( 0%)]   time: 34.73   mse_train: 0.039101 vq_train: 0.013236 commitment_train: 0.013236
Train Epoch: 4 [12800/1281280 ( 0%)]   time: 33.74   mse_train: 0.038371 vq_train: 0.013453 commitment_train: 0.013453
Train Epoch: 4 [14080/1281280 ( 1%)]   time: 33.39   mse_train: 0.037473 vq_train: 0.013251 commitment_train: 0.013251
Train Epoch: 4 [15360/1281280 ( 1%)]   time: 33.40   mse_train: 0.037904 vq_train: 0.013255 commitment_train: 0.013255
Train Epoch: 4 [16640/1281280 ( 1%)]   time: 33.60   mse_train: 0.037308 vq_train: 0.013270 commitment_train: 0.013270
Train Epoch: 4 [17920/1281280 ( 1%)]   time: 34.52   mse_train: 0.037711 vq_train: 0.013188 commitment_train: 0.013188
Train Epoch: 4 [19200/1281280 ( 1%)]   time: 34.27   mse_train: 0.037815 vq_train: 0.013839 commitment_train: 0.013839
Train Epoch: 4 [20480/1281280 ( 1%)]   time: 34.27   mse_train: 0.038537 vq_train: 0.013926 commitment_train: 0.013926
Train Epoch: 4 [21760/1281280 ( 1%)]   time: 34.24   mse_train: 0.038275 vq_train: 0.013331 commitment_train: 0.013331
Train Epoch: 4 [23040/1281280 ( 1%)]   time: 33.86   mse_train: 0.038006 vq_train: 0.013653 commitment_train: 0.013653
Train Epoch: 4 [24320/1281280 ( 1%)]   time: 33.43   mse_train: 0.038034 vq_train: 0.014069 commitment_train: 0.014069
Train Epoch: 4 [25600/1281280 ( 1%)]   time: 33.90   mse_train: 0.037288 vq_train: 0.013950 commitment_train: 0.013950
Train Epoch: 4 [26880/1281280 ( 2%)]   time: 33.55   mse_train: 0.037060 vq_train: 0.013555 commitment_train: 0.013555
Train Epoch: 4 [28160/1281280 ( 2%)]   time: 33.63   mse_train: 0.037412 vq_train: 0.013523 commitment_train: 0.013523
Train Epoch: 4 [29440/1281280 ( 2%)]   time: 33.27   mse_train: 0.037835 vq_train: 0.014149 commitment_train: 0.014149
Train Epoch: 4 [30720/1281280 ( 2%)]   time: 33.97   mse_train: 0.037489 vq_train: 0.014350 commitment_train: 0.014350
Train Epoch: 4 [32000/1281280 ( 2%)]   time: 33.64   mse_train: 0.037688 vq_train: 0.014277 commitment_train: 0.014277
Train Epoch: 4 [33280/1281280 ( 2%)]   time: 26.73   mse_train: 0.038121 vq_train: 0.014080 commitment_train: 0.014080
Train Epoch: 4 [34560/1281280 ( 2%)]   time: 26.88   mse_train: 0.038044 vq_train: 0.014604 commitment_train: 0.014604
Train Epoch: 4 [35840/1281280 ( 2%)]   time: 26.96   mse_train: 0.036784 vq_train: 0.014394 commitment_train: 0.014394
Train Epoch: 4 [37120/1281280 ( 2%)]   time: 27.20   mse_train: 0.037381 vq_train: 0.014204 commitment_train: 0.014204
Train Epoch: 4 [38400/1281280 ( 2%)]   time: 26.98   mse_train: 0.036155 vq_train: 0.014234 commitment_train: 0.014234
Train Epoch: 4 [39680/1281280 ( 3%)]   time: 26.75   mse_train: 0.037072 vq_train: 0.014767 commitment_train: 0.014767
Train Epoch: 4 [40960/1281280 ( 3%)]   time: 27.07   mse_train: 0.037655 vq_train: 0.014759 commitment_train: 0.014759
Train Epoch: 4 [42240/1281280 ( 3%)]   time: 27.00   mse_train: 0.036336 vq_train: 0.014637 commitment_train: 0.014637
Train Epoch: 4 [43520/1281280 ( 3%)]   time: 26.94   mse_train: 0.036893 vq_train: 0.014369 commitment_train: 0.014369
Train Epoch: 4 [44800/1281280 ( 3%)]   time: 26.91   mse_train: 0.036147 vq_train: 0.014751 commitment_train: 0.014751
Train Epoch: 4 [46080/1281280 ( 3%)]   time: 27.01   mse_train: 0.038523 vq_train: 0.016096 commitment_train: 0.016096
Train Epoch: 4 [47360/1281280 ( 3%)]   time: 26.68   mse_train: 0.037974 vq_train: 0.015917 commitment_train: 0.015917
Train Epoch: 4 [48640/1281280 ( 3%)]   time: 26.93   mse_train: 0.036269 vq_train: 0.014653 commitment_train: 0.014653
Train Epoch: 4 [49920/1281280 ( 3%)]   time: 27.47   mse_train: 0.035464 vq_train: 0.014727 commitment_train: 0.014727
====> Epoch: 4 mse_train: 0.001475	vq_train: 0.000544	commitment_train: 0.000544
[ 92020  60660 105674  62820  31618  82316  19475  19292  27154  23259]
[0 1 2 3 4 5 6 7 8 9]
====> Test set losses: mse_test: 0.000281 vq_test: 0.000101 commitment_test: 0.000101
Train Epoch: 5 [    0/1281280 ( 0%)]   time: 2.80   mse_train: 0.003972 vq_train: 0.001622 commitment_train: 0.001622
Train Epoch: 5 [ 1280/1281280 ( 0%)]   time: 26.65   mse_train: 0.036517 vq_train: 0.015482 commitment_train: 0.015482
Train Epoch: 5 [ 2560/1281280 ( 0%)]   time: 26.67   mse_train: 0.036843 vq_train: 0.015395 commitment_train: 0.015395
Train Epoch: 5 [ 3840/1281280 ( 0%)]   time: 26.42   mse_train: 0.036337 vq_train: 0.015133 commitment_train: 0.015133
Train Epoch: 5 [ 5120/1281280 ( 0%)]   time: 26.53   mse_train: 0.036009 vq_train: 0.015396 commitment_train: 0.015396
Train Epoch: 5 [ 6400/1281280 ( 0%)]   time: 26.82   mse_train: 0.036673 vq_train: 0.015562 commitment_train: 0.015562
Train Epoch: 5 [ 7680/1281280 ( 0%)]   time: 26.47   mse_train: 0.036025 vq_train: 0.015748 commitment_train: 0.015748
Train Epoch: 5 [ 8960/1281280 ( 0%)]   time: 27.18   mse_train: 0.036260 vq_train: 0.015845 commitment_train: 0.015845
Train Epoch: 5 [10240/1281280 ( 0%)]   time: 26.83   mse_train: 0.035881 vq_train: 0.015710 commitment_train: 0.015710
Train Epoch: 5 [11520/1281280 ( 0%)]   time: 27.18   mse_train: 0.037937 vq_train: 0.016182 commitment_train: 0.016182
Train Epoch: 5 [12800/1281280 ( 0%)]   time: 26.90   mse_train: 0.036370 vq_train: 0.016025 commitment_train: 0.016025
Train Epoch: 5 [14080/1281280 ( 1%)]   time: 27.01   mse_train: 0.035897 vq_train: 0.016261 commitment_train: 0.016261
Train Epoch: 5 [15360/1281280 ( 1%)]   time: 26.88   mse_train: 0.036048 vq_train: 0.015800 commitment_train: 0.015800
Train Epoch: 5 [16640/1281280 ( 1%)]   time: 27.67   mse_train: 0.036349 vq_train: 0.016323 commitment_train: 0.016323
Train Epoch: 5 [17920/1281280 ( 1%)]   time: 27.03   mse_train: 0.036513 vq_train: 0.016371 commitment_train: 0.016371
Train Epoch: 5 [19200/1281280 ( 1%)]   time: 27.50   mse_train: 0.036047 vq_train: 0.016358 commitment_train: 0.016358
Train Epoch: 5 [20480/1281280 ( 1%)]   time: 27.27   mse_train: 0.034856 vq_train: 0.016290 commitment_train: 0.016290
Train Epoch: 5 [21760/1281280 ( 1%)]   time: 27.21   mse_train: 0.035355 vq_train: 0.015783 commitment_train: 0.015783
Train Epoch: 5 [23040/1281280 ( 1%)]   time: 27.20   mse_train: 0.035173 vq_train: 0.016189 commitment_train: 0.016189
Train Epoch: 5 [24320/1281280 ( 1%)]   time: 27.19   mse_train: 0.035330 vq_train: 0.016532 commitment_train: 0.016532
Train Epoch: 5 [25600/1281280 ( 1%)]   time: 26.74   mse_train: 0.036146 vq_train: 0.016510 commitment_train: 0.016510
Train Epoch: 5 [26880/1281280 ( 2%)]   time: 26.87   mse_train: 0.036043 vq_train: 0.016602 commitment_train: 0.016602
Train Epoch: 5 [28160/1281280 ( 2%)]   time: 26.79   mse_train: 0.035467 vq_train: 0.016342 commitment_train: 0.016342
Train Epoch: 5 [29440/1281280 ( 2%)]   time: 27.20   mse_train: 0.036034 vq_train: 0.017024 commitment_train: 0.017024
Train Epoch: 5 [30720/1281280 ( 2%)]   time: 27.18   mse_train: 0.036489 vq_train: 0.017311 commitment_train: 0.017311
Train Epoch: 5 [32000/1281280 ( 2%)]   time: 30.98   mse_train: 0.035984 vq_train: 0.016891 commitment_train: 0.016891
Train Epoch: 5 [33280/1281280 ( 2%)]   time: 33.50   mse_train: 0.035350 vq_train: 0.017094 commitment_train: 0.017094
Train Epoch: 5 [34560/1281280 ( 2%)]   time: 33.37   mse_train: 0.035450 vq_train: 0.017187 commitment_train: 0.017187
Train Epoch: 5 [35840/1281280 ( 2%)]   time: 33.77   mse_train: 0.035639 vq_train: 0.017265 commitment_train: 0.017265
Train Epoch: 5 [37120/1281280 ( 2%)]   time: 33.26   mse_train: 0.035176 vq_train: 0.016812 commitment_train: 0.016812
Train Epoch: 5 [38400/1281280 ( 2%)]   time: 33.64   mse_train: 0.034821 vq_train: 0.017294 commitment_train: 0.017294
Train Epoch: 5 [39680/1281280 ( 3%)]   time: 33.43   mse_train: 0.034744 vq_train: 0.017421 commitment_train: 0.017421
Train Epoch: 5 [40960/1281280 ( 3%)]   time: 33.47   mse_train: 0.035564 vq_train: 0.018511 commitment_train: 0.018511
Train Epoch: 5 [42240/1281280 ( 3%)]   time: 34.78   mse_train: 0.034799 vq_train: 0.017571 commitment_train: 0.017571
Train Epoch: 5 [43520/1281280 ( 3%)]   time: 33.76   mse_train: 0.035145 vq_train: 0.017692 commitment_train: 0.017692
Train Epoch: 5 [44800/1281280 ( 3%)]   time: 33.75   mse_train: 0.034355 vq_train: 0.017223 commitment_train: 0.017223
Train Epoch: 5 [46080/1281280 ( 3%)]   time: 33.58   mse_train: 0.035522 vq_train: 0.018043 commitment_train: 0.018043
